name	males	females	total	medianage	25thpercentile	75thpercentile
shaiann	0	189	189	18.0	16.0	20.0
shaiana	0	10	10	19.5	19.0	20.0
nadalee	0	6	6	17.0	17.0	17.0
trineka	0	14	14	36.0	36.0	38.0
telisha	0	1132	1132	33.0	26.0	38.0
priscella	0	903	903	37.0	28.0	53.0
francella	0	333	333	63.0	54.0	72.0
treylon	98	0	98	18.0	15.0	20.0
prashant	239	0	239	28.0	22.0	34.0
claybourne	22	0	22	56.0	52.0	68.0
francelle	0	28	28	72.0	47.0	75.0
onisha	0	89	89	22.0	20.0	24.0
josceline	0	37	37	19.0	17.0	21.0
eligio	1225	0	1225	38.0	26.0	54.0
camaren	13	5	18	15.0	15.0	17.0
chapel	0	15	15	17.0	16.0	19.0
zacheus	15	0	15	23.0	15.0	23.0
mackinzy	0	5	5	17.0	17.0	17.0
kanard	18	0	18	19.0	18.25	21.0
milina	0	5	5	15.0	15.0	15.0
emyia	0	6	6	16.0	16.0	16.0
marijke	0	86	86	26.0	21.0	35.0
avor	0	5	5	100.0	100.0	100.0
kenley	565	354	919	24.0	17.0	37.0
kenlee	5	98	103	17.0	16.0	18.0
lonnell	958	0	958	39.0	28.0	51.0
demitrios	85	0	85	35.0	23.0	40.0
jabarie	39	0	39	20.0	19.0	23.0
mustaf	17	0	17	16.0	15.0	17.0
mackinze	0	39	39	16.0	15.0	18.0
shatira	0	103	103	24.0	21.0	26.0
shamaya	0	285	285	20.0	17.0	26.0
carmesha	0	186	186	27.0	22.0	32.0
almanzo	12	0	12	35.0	35.0	35.0
keawe	20	0	20	17.5	16.75	18.75
myesha	0	2943	2943	25.0	21.0	33.0
enia	0	6	6	15.0	15.0	15.0
cherylanne	0	79	79	52.0	48.0	58.0
athina	0	472	472	27.0	22.0	37.0
shamanique	0	5	5	25.0	25.0	25.0
amrit	221	166	387	21.0	17.0	26.0
dyamond	10	624	634	19.0	16.0	21.0
hilton	6115	15	6130	56.0	40.0	67.0
birche	5	0	5	40.0	40.0	40.0
shontella	0	17	17	41.0	41.0	43.0
yechiel	535	0	535	25.0	19.0	33.5
adrean	338	370	708	30.0	22.0	37.0
zaylee	0	5	5	15.0	15.0	15.0
yvain	5	0	5	46.0	46.0	46.0
ethyl	0	1581	1581	73.0	65.0	82.0
sarah	2941	878526	881467	30.0	23.0	38.0
sarai	6	5403	5409	21.0	18.0	27.0
lempi	0	207	207	96.5	92.25	100.75
broderic	94	0	94	20.0	17.25	24.0
saran	0	410	410	30.0	23.0	37.0
thorval	5	0	5	102.0	102.0	102.0
armetta	0	164	164	66.5	57.0	78.0
shahrukh	59	0	59	20.0	17.0	21.0
madelaine	0	2233	2233	24.0	19.0	49.0
dashonte	0	5	5	20.0	20.0	20.0
bobra	0	7	7	76.0	76.0	76.0
lakira	0	243	243	22.0	18.0	27.0
saray	0	710	710	21.0	17.0	25.0
flip	5	0	5	55.0	55.0	55.0
shonterria	0	25	25	18.0	16.0	18.0
jancarlo	64	0	64	21.0	16.0	26.0
kiyani	0	5	5	19.0	19.0	19.0
wylene	0	980	980	65.0	57.0	74.0
kiyana	0	808	808	22.0	18.0	28.25
wina	0	13	13	54.0	53.0	54.0
margueriette	0	5	5	97.0	97.0	97.0
halayna	0	6	6	18.0	18.0	18.0
jashun	60	0	60	17.0	15.75	18.0
rikesha	0	23	23	29.0	29.0	35.0
georganne	0	1257	1257	61.0	54.0	67.0
georganna	0	1423	1423	57.0	43.0	67.0
astoria	0	53	53	20.0	16.0	23.0
sumeet	211	10	221	26.0	21.0	30.0
marteze	75	0	75	26.0	20.0	28.0
ashleymarie	0	288	288	24.0	19.0	27.0
eryck	82	0	82	20.0	16.0	24.0
janika	0	647	647	28.0	23.0	34.0
tadayoshi	12	0	12	91.5	89.75	93.25
sametta	0	5	5	72.0	72.0	72.0
citalli	0	19	19	16.0	15.0	16.0
reiko	6	535	541	40.0	29.75	50.0
selicia	0	53	53	20.0	17.0	30.0
eryca	0	113	113	23.0	17.0	26.0
jamez	201	0	201	21.0	18.0	25.0
joycelene	0	25	25	81.0	79.0	81.0
jamey	6218	2617	8835	39.0	33.0	44.0
kaen	5	0	5	15.0	15.0	15.0
pincus	47	0	47	56.0	38.0	65.0
tsianina	0	5	5	17.0	17.0	17.0
jamer	10	0	10	34.0	31.0	37.0
gabriel	136948	4503	141451	25.0	19.0	36.0
stelios	96	0	96	36.0	31.0	39.0
aften	0	96	96	30.0	28.0	32.0
takina	0	89	89	34.0	30.0	37.0
levorn	122	19	141	65.0	58.0	67.0
starbuck	11	0	11	36.0	36.0	36.0
ticha	0	5	5	40.0	40.0	40.0
jamei	0	41	41	32.0	28.0	33.0
jamen	314	0	314	26.0	20.0	34.0
jasimine	0	320	320	24.0	20.0	26.0
jamel	7858	362	8220	28.0	23.0	35.0
fidensio	6	0	6	60.0	60.0	60.0
yarira	0	5	5	38.0	38.0	38.0
jamea	0	228	228	22.0	18.0	29.0
rudolf	2722	0	2722	55.0	38.0	66.0
jamee	211	2335	2546	32.0	24.0	40.0
yatasha	0	16	16	34.0	29.0	38.0
angeleigh	0	5	5	16.0	16.0	16.0
robroy	22	0	22	49.0	47.0	55.0
tawan	266	60	326	35.0	25.0	39.0
tanzia	0	20	20	24.0	21.0	26.0
ashlinn	0	62	62	18.0	16.0	23.0
tanzie	0	57	57	49.0	45.0	52.0
alexismarie	0	34	34	18.0	17.0	19.0
kynadee	0	15	15	15.0	15.0	18.0
teiona	0	26	26	17.0	16.0	21.0
grahm	201	0	201	23.0	18.0	30.0
kristyle	0	10	10	24.5	16.0	33.0
mckayli	0	5	5	16.0	16.0	16.0
wissam	42	0	42	21.0	19.0	25.0
sarsh	0	5	5	27.0	27.0	27.0
lorece	0	100	100	80.0	73.75	85.0
tenicia	0	139	139	35.0	31.0	38.0
shaya	226	394	620	24.0	19.0	31.0
herve	541	0	541	45.0	32.0	73.0
anett	0	29	29	21.0	16.0	22.0
shaye	367	1369	1736	23.0	18.0	33.0
amabel	0	47	47	29.0	23.0	38.0
jemma	0	449	449	24.0	18.0	32.0
letrina	0	5	5	42.0	42.0	42.0
lindsae	0	17	17	31.0	28.0	32.0
hervy	13	0	13	61.0	61.0	61.0
jameon	23	0	23	24.0	22.0	31.0
caitin	0	21	21	28.0	25.0	28.0
worren	14	0	14	93.0	92.5	93.5
shahzad	62	0	62	29.0	24.0	33.0
chyrisse	0	15	15	52.0	32.0	53.0
blayne	1795	218	2013	24.0	19.0	33.0
jalil	1129	0	1129	21.0	17.0	25.0
gwindolyn	0	5	5	89.0	89.0	89.0
jalia	0	265	265	18.0	16.0	20.0
shemaka	0	5	5	33.0	33.0	33.0
jalie	0	40	40	18.0	16.0	24.25
malaine	0	5	5	55.0	55.0	55.0
malaina	0	278	278	22.0	18.0	31.0
daveda	0	71	71	40.0	32.0	44.0
nailea	0	134	134	20.0	15.0	23.0
virigina	0	6	6	48.0	48.0	48.0
rebcca	0	27	27	32.0	30.0	36.0
damita	0	1437	1437	49.0	39.0	53.0
jaivon	170	0	170	19.0	16.0	21.0
damiesha	0	6	6	21.0	21.0	21.0
tanazia	0	78	78	19.0	17.0	22.0
bamby	0	5	5	56.0	56.0	56.0
tegan	229	1774	2003	25.0	19.0	30.0
janusz	5	0	5	21.0	21.0	21.0
straton	10	0	10	20.5	20.0	21.0
herchell	34	0	34	93.0	85.5	96.0
naven	10	0	10	16.5	15.0	18.0
lucius	6036	0	6036	53.0	37.0	65.0
jajaira	0	175	175	26.0	20.0	32.0
bambi	0	5132	5132	45.0	36.0	55.0
berthena	0	54	54	81.0	62.0	85.0
tirell	49	0	49	23.0	20.0	34.0
myca	6	188	194	23.5	18.0	32.0
mihael	22	0	22	35.0	29.0	41.0
jaewon	14	0	14	15.5	15.0	16.0
ilea	0	185	185	29.0	23.0	33.0
dimitrios	1705	0	1705	33.0	24.0	39.0
christlyn	0	6	6	15.0	15.0	15.0
leobardo	1534	0	1534	26.0	20.0	38.0
lyneshia	0	10	10	25.5	25.0	26.0
allyssa	0	3952	3952	21.0	18.0	25.0
scherri	0	55	55	54.0	50.0	58.0
allysse	0	5	5	28.0	28.0	28.0
rayshun	207	0	207	25.0	19.0	31.0
samnatha	0	53	53	22.0	21.0	24.0
refujio	323	5	328	52.0	34.0	67.75
renz	7	0	7	15.0	15.0	15.0
games	10	0	10	81.0	81.0	85.5
tanyia	0	225	225	41.0	29.0	48.25
refujia	0	29	29	84.0	83.5	88.75
johneisha	0	131	131	21.0	18.0	23.0
edlin	14	268	282	27.0	25.0	28.0
olethea	0	5	5	25.0	25.0	25.0
marthy	0	10	10	82.0	82.0	87.5
magaret	0	452	452	57.0	49.0	73.75
deleon	612	14	626	31.0	23.0	41.0
kritzia	0	14	14	24.0	22.0	26.0
cossie	11	0	11	93.0	91.5	94.5
jontyler	7	0	7	18.0	18.0	18.0
jeanel	0	15	15	46.0	34.0	61.0
oluseun	5	0	5	23.0	23.0	23.0
oiva	104	0	104	96.0	93.5	98.5
krista	148	67896	68044	33.0	26.0	42.0
kriste	0	621	621	45.0	38.0	54.0
christianjames	35	0	35	19.0	15.0	19.0
kristi	138	75387	75525	40.0	33.0	47.0
kalifa	0	81	81	19.0	17.0	21.0
janieka	0	12	12	28.0	17.0	28.0
martha	1819	484952	486771	63.0	52.0	71.0
reanetta	0	11	11	33.0	33.0	36.0
kristl	0	95	95	41.0	34.0	47.0
marthe	0	298	298	63.0	56.0	72.0
coella	0	5	5	86.0	86.0	86.0
kemeisha	0	5	5	24.0	24.0	24.0
laterrell	5	0	5	35.0	35.0	35.0
baldo	48	0	48	45.0	20.0	63.0
anslie	0	29	29	18.0	17.0	21.0
shadira	0	5	5	24.0	24.0	24.0
mykle	68	0	68	24.0	20.0	28.0
akaysha	0	36	36	19.0	19.0	25.0
quashawna	0	14	14	18.0	18.0	20.0
radarius	6	0	6	15.0	15.0	15.0
tomieka	0	48	48	38.0	36.0	40.5
lawayne	384	10	394	41.0	29.0	55.0
vaneda	0	5	5	97.0	97.0	97.0
tung	209	0	209	30.0	26.0	33.0
rashay	0	141	141	21.0	18.0	26.0
dereth	0	8	8	66.0	66.0	66.0
earldene	0	5	5	90.0	90.0	90.0
diarra	73	177	250	22.0	19.0	39.0
charde	0	521	521	26.0	22.0	29.0
tauras	10	0	10	42.5	40.0	45.0
girty	0	10	10	88.5	88.25	88.75
charda	0	123	123	27.0	24.0	29.0
jasmond	81	43	124	26.0	25.0	28.0
mikhaela	0	148	148	18.0	16.0	20.0
rashan	740	66	806	31.0	23.0	37.0
myleigh	0	10	10	17.5	15.0	20.0
alaija	0	27	27	16.0	15.5	17.0
josua	619	0	619	29.0	24.0	33.0
nicolia	0	18	18	35.0	34.0	42.5
rashae	0	183	183	23.0	19.0	26.0
rashad	10063	85	10148	26.0	21.0	31.0
jeanifer	0	100	100	37.5	34.0	42.0
bonnee	0	76	76	65.0	62.0	69.0
darrien	1746	298	2044	21.0	18.0	25.0
darriel	541	93	634	41.0	25.0	54.0
kevisha	0	49	49	24.0	21.0	25.0
pattianne	0	27	27	52.0	49.0	53.0
jessielynn	0	7	7	28.0	28.0	28.0
cellus	5	0	5	95.0	95.0	95.0
sharity	0	38	38	38.0	30.0	40.0
cotter	22	0	22	23.0	23.0	24.0
madella	0	36	36	83.0	60.0	89.0
femi	12	13	25	36.0	20.0	38.0
bonner	275	0	275	61.0	44.0	73.25
madelle	0	24	24	95.5	94.0	96.75
theophus	5	0	5	58.0	58.0	58.0
darries	5	0	5	24.0	24.0	24.0
tyronzia	0	5	5	36.0	36.0	36.0
lotoya	0	466	466	33.0	30.0	37.0
bonney	5	447	452	60.0	50.0	67.0
treyce	34	0	34	17.0	16.0	18.0
kiz	0	39	39	54.0	52.0	54.0
tamecia	0	252	252	34.0	26.0	39.0
teghan	0	64	64	17.0	16.0	23.0
kiairra	0	22	22	22.0	20.0	23.0
loredana	0	257	257	38.0	30.0	45.0
carson	22648	3060	25708	20.0	16.0	28.0
alfaretta	0	21	21	98.0	96.0	99.25
tamaika	0	19	19	38.0	34.5	39.0
dontez	584	0	584	24.0	19.0	29.0
annalysse	0	5	5	15.0	15.0	15.0
mikeala	0	217	217	20.0	18.0	22.0
jacqlynn	0	31	31	24.0	22.0	27.0
tykese	27	0	27	16.0	15.5	17.0
katyanna	0	5	5	17.0	17.0	17.0
nauman	16	0	16	19.0	15.0	21.0
johnnesha	0	19	19	21.0	19.0	23.0
breunna	0	162	162	20.0	17.0	22.0
cletes	16	0	16	95.0	92.0	97.5
dontee	94	0	94	26.0	24.0	30.0
kemisha	0	168	168	29.0	25.0	34.0
tresha	0	643	643	43.0	35.0	48.0
latoyna	0	181	181	39.0	34.0	42.0
tierra	70	12070	12140	23.0	19.0	27.0
jephte	10	0	10	23.0	19.0	27.0
chrsitine	0	11	11	31.0	29.0	31.0
costa	171	0	171	54.0	38.0	69.75
emileigh	0	399	399	19.0	17.0	22.5
gardina	0	5	5	61.0	61.0	61.0
tawyna	0	100	100	39.5	36.0	44.0
cacia	0	26	26	23.0	23.0	28.0
shahnaz	0	34	34	27.0	20.0	33.0
susen	0	195	195	57.0	52.0	63.0
bular	0	68	68	96.5	92.75	98.75
rundy	5	0	5	49.0	49.0	49.0
dontel	184	0	184	23.0	19.0	31.0
annah	0	987	987	24.0	19.0	30.0
toots	0	5	5	100.0	100.0	100.0
tonesha	0	347	347	26.0	21.0	33.0
charice	0	705	705	35.0	27.0	43.0
bulah	0	2335	2335	77.0	70.0	84.0
sayla	0	68	68	17.0	15.75	23.0
rayvion	7	0	7	16.0	16.0	16.0
julyssa	0	230	230	17.0	16.0	20.0
elizabet	0	1333	1333	26.0	23.0	33.0
hilaree	0	44	44	25.0	23.0	27.75
teanisha	0	5	5	27.0	27.0	27.0
darshana	0	52	52	33.0	25.0	39.0
denley	5	0	5	67.0	67.0	67.0
percell	1049	0	1049	56.0	44.0	67.0
aundraya	0	11	11	15.0	15.0	16.0
markallen	10	0	10	23.0	21.0	25.0
rubymae	0	12	12	96.5	95.75	97.25
maysa	0	159	159	20.0	17.0	24.0
breland	203	26	229	22.0	18.0	26.0
shanndolyn	0	11	11	35.0	35.0	35.0
salena	0	4035	4035	29.0	21.0	39.0
salene	0	59	59	34.0	21.0	46.0
rebba	0	27	27	27.0	25.0	29.0
taggert	22	0	22	18.0	16.5	18.0
lapria	0	11	11	23.0	23.0	30.0
sabian	323	16	339	16.0	16.0	20.0
jaquita	0	785	785	30.0	25.0	37.0
trinitee	0	119	119	15.0	15.0	15.0
baillie	0	296	296	20.0	17.0	24.0
danterrius	5	0	5	20.0	20.0	20.0
khadidja	0	5	5	17.0	17.0	17.0
malisia	0	17	17	45.0	43.0	46.0
chanya	0	43	43	16.0	15.0	17.0
leycester	5	0	5	94.0	94.0	94.0
casmira	0	87	87	95.5	92.75	98.25
karlotta	0	52	52	53.0	45.0	58.0
angellica	0	349	349	22.0	18.0	26.0
jawane	5	0	5	21.0	21.0	21.0
macayla	0	882	882	18.0	16.0	20.0
desani	6	7	13	15.0	15.0	15.0
loyce	770	3410	4180	68.0	59.0	76.0
olukayode	15	0	15	35.0	26.0	38.0
maurya	0	130	130	51.0	48.0	59.0
columbia	5	492	497	83.0	75.25	91.0
ricahrd	207	0	207	31.0	27.25	37.0
ruann	0	5	5	61.0	61.0	61.0
benyamin	136	0	136	22.5	17.0	31.0
alliyah	0	945	945	18.0	16.0	20.0
annay	0	30	30	16.0	15.25	17.0
charlita	0	433	433	41.0	33.0	50.0
darnez	5	0	5	17.0	17.0	17.0
shareeka	0	84	84	28.0	23.0	33.0
cristinia	0	10	10	32.0	30.0	34.0
aslin	0	37	37	20.0	19.0	20.0
janell	18	13999	14017	41.0	31.0	54.0
reyshawn	6	0	6	15.0	15.0	15.0
janeli	0	115	115	19.0	17.0	22.0
brunson	21	0	21	68.0	42.0	69.0
lapaul	10	0	10	37.0	32.0	42.0
terralyn	0	69	69	34.0	22.0	47.0
danson	10	0	10	22.0	16.0	28.0
keyshawna	0	57	57	18.0	16.0	19.0
terece	0	11	11	59.0	33.0	59.0
petrick	5	0	5	41.0	41.0	41.0
janely	0	515	515	19.0	17.0	22.0
geneiveve	0	33	33	54.0	54.0	94.5
petrice	0	173	173	43.0	38.0	48.0
allissa	0	1389	1389	21.0	18.0	27.0
terrah	0	516	516	29.0	24.0	35.0
taniyah	0	195	195	17.0	15.0	18.0
josmar	45	0	45	16.0	16.0	17.0
lynese	0	46	46	16.0	16.0	41.0
doreena	0	259	259	49.0	45.0	54.0
jiah	0	6	6	15.0	15.0	15.0
doreene	0	399	399	59.0	54.0	68.0
nyda	0	47	47	85.0	57.0	88.0
kenesia	0	6	6	23.0	23.0	23.0
judee	0	507	507	62.0	55.0	70.0
brailyn	0	62	62	16.0	15.0	18.0
tierica	0	29	29	22.0	21.0	28.0
baeleigh	0	11	11	19.0	16.0	19.0
rosita	0	5927	5927	52.0	39.0	63.0
rey	3542	0	3542	29.0	21.0	45.0
jany	0	74	74	28.0	21.0	34.0
kiwanna	0	98	98	35.0	27.0	38.0
karise	0	16	16	27.0	22.0	32.0
quest	166	9	175	18.0	16.0	20.0
natilie	0	132	132	30.0	25.0	35.25
lynnsey	0	576	576	25.5	20.0	30.0
joemar	22	0	22	22.0	18.0	22.0
shebra	0	63	63	51.0	44.0	58.0
jandery	0	5	5	32.0	32.0	32.0
jann	77	2138	2215	59.0	52.0	63.0
ren	694	27	721	28.0	23.0	49.0
reo	594	27	621	34.0	24.0	60.0
debooah	0	17	17	59.0	55.0	61.0
jane	1119	344620	345739	61.0	53.0	69.0
jarodd	10	0	10	23.0	22.0	24.0
latrisha	0	1770	1770	34.0	28.0	38.0
rea	190	1379	1569	53.0	35.0	66.0
jana	39	40260	40299	45.0	35.0	54.0
reg	209	0	209	58.0	54.0	67.0
red	210	0	210	83.5	65.0	92.75
ree	5	265	270	62.0	57.0	68.0
newsom	6	0	6	99.0	99.0	99.0
champion	36	0	36	18.0	15.0	36.0
cherylle	0	43	43	60.0	52.5	66.0
devarius	145	0	145	21.0	18.0	24.0
bruce	369904	1383	371287	58.0	50.0	64.0
khyre	40	0	40	19.0	18.0	22.0
klaire	0	212	212	18.0	16.0	22.0
roquan	11	0	11	16.0	16.0	17.0
romuald	154	0	154	76.0	58.0	88.75
kaelan	585	146	731	18.0	16.0	20.0
bissie	0	21	21	91.0	85.0	94.0
latrone	17	0	17	34.0	18.0	36.0
taneah	0	11	11	18.0	18.0	24.0
esequiel	2347	0	2347	36.0	24.0	50.0
reeves	419	0	419	37.5	20.0	68.0
tinaya	0	36	36	19.0	17.0	21.0
ediel	20	0	20	16.0	15.0	16.25
areal	0	114	114	23.0	19.0	26.0
rennae	0	133	133	56.0	48.0	61.0
amandy	0	68	68	39.0	35.75	40.0
bhavna	0	25	25	18.0	15.0	28.0
mahaley	0	166	166	19.0	16.0	21.0
eloda	0	56	56	83.0	82.0	85.75
jimey	5	0	5	90.0	90.0	90.0
rashonna	0	43	43	29.0	24.5	33.0
shydae	0	15	15	18.0	16.0	22.0
alzata	0	5	5	90.0	90.0	90.0
tyshawn	2148	128	2276	21.0	18.0	26.0
amando	962	134	1096	34.0	25.0	49.0
jahjuan	7	0	7	18.0	18.0	18.0
amande	0	19	19	34.0	28.0	34.5
lagrand	17	0	17	93.0	91.0	96.5
amanda	2057	727358	729415	29.0	25.0	35.0
analu	5	0	5	15.0	15.0	15.0
jimel	88	0	88	28.0	22.0	36.25
baleria	0	154	154	20.5	17.25	23.0
jontavia	0	32	32	21.0	20.0	22.0
megumi	0	354	354	24.0	19.0	30.0
abdulraheem	6	0	6	17.0	17.0	17.0
nahomy	0	89	89	17.0	16.0	20.0
nahome	5	0	5	16.0	16.0	16.0
tamaris	26	27	53	25.0	23.0	29.0
jontavis	16	0	16	20.0	17.0	22.0
mailinh	0	5	5	18.0	18.0	18.0
zakiah	11	46	57	17.0	15.0	18.0
tariah	0	103	103	18.0	16.0	22.0
deelilah	0	5	5	16.0	16.0	16.0
cassonia	0	5	5	43.0	43.0	43.0
nahomi	0	150	150	19.0	16.0	21.0
shajuanna	0	16	16	37.0	36.0	39.0
gram	50	0	50	25.0	19.0	35.0
tymeka	0	191	191	34.0	28.0	39.5
arienne	0	265	265	27.0	21.0	34.0
lubina	0	5	5	93.0	93.0	93.0
naijah	0	48	48	16.0	15.0	18.0
veronda	0	360	360	47.0	42.0	52.0
chrystal	5	14889	14894	35.0	30.0	41.0
evelinda	0	10	10	40.0	28.0	52.0
chrystan	0	11	11	25.0	25.0	31.0
kiaura	0	10	10	15.5	15.0	16.0
gayatri	0	73	73	18.0	16.0	24.0
josa	7	0	7	30.0	30.0	30.0
sofian	7	0	7	16.0	16.0	16.0
millinia	0	5	5	15.0	15.0	15.0
christophermich	45	0	45	29.0	19.0	35.0
lalie	0	6	6	101.0	101.0	101.0
elizabethann	0	387	387	32.0	24.0	50.0
kathrean	0	5	5	90.0	90.0	90.0
maanasa	0	18	18	16.0	15.0	16.0
lalia	0	70	70	38.0	20.0	81.0
milorad	5	0	5	62.0	62.0	62.0
quayshon	10	0	10	21.0	20.0	22.0
hadden	83	0	83	17.0	16.0	18.0
silpa	0	24	24	31.0	29.0	32.0
shamkia	0	6	6	33.0	33.0	33.0
ellesse	0	106	106	24.0	22.0	27.0
kalleigh	0	65	65	17.0	16.0	23.0
nithin	73	0	73	18.0	16.0	21.0
elizabethmarie	0	9	9	17.0	17.0	17.0
jossette	0	70	70	24.0	18.0	46.0
asiah	10	579	589	19.0	16.0	23.0
tiwan	118	10	128	36.0	23.0	40.0
reniah	0	5	5	15.0	15.0	15.0
mariza	0	868	868	31.0	22.0	40.0
selah	20	632	652	19.0	16.0	26.0
asenath	0	289	289	66.5	41.0	72.0
raneshia	0	90	90	22.0	20.0	25.0
timbra	0	15	15	32.0	23.0	35.0
tandrea	0	148	148	28.0	23.0	35.0
gesualdo	5	0	5	98.0	98.0	98.0
tima	0	139	139	45.0	38.0	50.5
khaliek	5	0	5	20.0	20.0	20.0
louiese	0	16	16	98.0	93.0	99.0
khalief	33	0	33	24.0	20.0	26.0
timi	5	649	654	48.0	41.0	51.0
carsten	604	0	604	24.5	18.0	42.0
timm	649	0	649	55.0	49.0	61.0
toshua	55	129	184	32.0	28.0	38.25
fredonia	0	339	339	78.0	65.0	85.0
artavis	40	0	40	19.0	16.0	32.0
german	5834	5	5839	25.0	20.0	35.0
elhadj	23	0	23	17.0	16.0	17.5
lorris	85	0	85	81.0	75.0	88.0
legend	176	83	259	17.0	16.0	20.0
lorrin	209	225	434	27.0	22.0	56.0
kiele	0	137	137	19.0	17.0	24.0
chamaine	0	63	63	40.0	35.0	44.5
germar	12	0	12	37.0	34.0	37.0
kiela	0	163	163	25.0	19.0	30.0
jaekwon	66	0	66	17.5	16.0	19.0
kenrick	888	0	888	32.0	23.0	41.0
lorrie	88	17183	17271	52.0	46.0	56.0
kieli	0	11	11	18.0	18.0	21.0
mycheal	69	0	69	24.0	22.0	26.0
masato	348	0	348	25.0	22.0	85.0
marland	1177	0	1177	46.0	39.0	64.0
marlane	0	692	692	63.0	55.0	67.0
rachelmarie	0	23	23	25.0	23.0	27.5
josett	0	32	32	45.0	44.0	47.0
marlana	0	2483	2483	34.0	26.0	39.0
makel	99	11	110	16.0	15.0	17.0
lelia	0	10855	10855	62.0	49.0	73.0
suprenia	0	5	5	44.0	44.0	44.0
gabrail	5	0	5	18.0	18.0	18.0
velecia	0	77	77	49.5	44.75	54.0
nikolaos	942	0	942	30.0	22.0	38.0
asayo	0	33	33	94.0	93.0	95.0
lenwood	2384	0	2384	59.0	45.0	68.0
aarn	17	0	17	30.0	28.0	36.0
khristian	698	306	1004	21.0	18.0	26.0
rushabh	34	0	34	22.0	17.0	30.0
joseth	36	0	36	20.0	16.0	22.0
tymel	116	0	116	21.0	18.0	25.0
idalia	0	2073	2073	37.0	24.0	52.0
marqueen	0	5	5	80.0	80.0	80.0
wakita	0	23	23	37.0	36.0	37.0
johari	78	127	205	24.0	17.0	38.0
cidnee	0	41	41	17.0	16.0	19.0
lakia	0	2280	2280	30.0	23.0	35.0
aamanda	0	10	10	29.5	29.0	30.0
karrigan	0	150	150	17.0	16.0	19.0
laterra	0	224	224	27.0	22.0	33.0
lakie	0	96	96	85.0	78.0	95.0
keyasia	0	112	112	17.0	16.0	19.0
oasis	0	44	44	17.0	16.0	18.0
gallagher	5	0	5	33.0	33.0	33.0
tammylee	0	5	5	46.0	46.0	46.0
cidney	12	478	490	20.0	17.0	23.0
marquees	5	0	5	26.0	26.0	26.0
valanda	0	21	21	40.0	40.0	41.0
idaliz	0	67	67	20.0	17.5	26.0
natalie	565	201145	201710	29.0	21.0	38.0
natalia	19	16984	17003	23.0	18.0	31.0
hurshel	823	0	823	70.0	58.0	78.0
natalio	132	0	132	45.0	23.5	58.0
earsie	5	158	163	82.0	74.0	90.5
kavon	1051	35	1086	20.0	16.0	24.0
ferrah	0	7	7	38.0	38.0	38.0
nollie	86	157	243	82.0	74.0	93.0
alben	199	0	199	62.0	52.5	71.0
alaida	0	5	5	54.0	54.0	54.0
rozlyn	0	418	418	35.0	23.0	52.5
latarah	0	5	5	28.0	28.0	28.0
eurica	0	16	16	41.0	32.0	42.0
powers	17	0	17	21.0	19.0	21.0
sonza	0	5	5	46.0	46.0	46.0
cassand	0	11	11	41.0	41.0	46.0
yevgeniy	6	0	6	16.0	16.0	16.0
nayomi	0	103	103	19.0	17.0	22.0
barsha	0	5	5	70.0	70.0	70.0
ezzard	498	0	498	61.0	42.0	64.0
nikelle	0	94	94	24.0	20.0	28.0
wyla	0	5	5	91.0	91.0	91.0
lerome	5	0	5	47.0	47.0	47.0
lucais	5	0	5	17.0	17.0	17.0
santita	0	61	61	31.0	27.0	37.0
deshea	16	129	145	24.0	20.0	39.0
obinna	406	0	406	24.0	19.0	30.0
damontre	92	0	92	18.0	17.0	21.0
ceren	0	5	5	24.0	24.0	24.0
davidjr	5	0	5	27.0	27.0	27.0
chandni	0	341	341	22.0	19.0	25.0
winogene	0	28	28	89.0	79.0	94.0
mavia	0	5	5	27.0	27.0	27.0
berthol	10	0	10	95.0	93.5	96.5
jahmaal	16	0	16	22.0	15.0	29.0
emeterio	339	0	339	42.0	29.0	52.0
sudarshan	7	0	7	16.0	16.0	16.0
tarrant	39	0	39	25.0	19.0	42.0
kelleye	0	16	16	45.0	28.0	49.0
zebadiah	564	0	564	26.0	19.0	32.0
orda	0	15	15	97.0	96.5	99.5
rayya	0	5	5	17.0	17.0	17.0
johntrell	33	0	33	21.0	17.0	22.0
elisabethe	0	5	5	20.0	20.0	20.0
lanaysha	0	5	5	15.0	15.0	15.0
olavi	41	0	41	97.0	93.5	99.75
karega	11	0	11	36.0	34.0	36.0
derrald	11	0	11	83.0	83.0	84.5
ghana	0	12	12	46.0	43.0	46.0
indasia	0	8	8	22.0	22.0	22.0
rayshonda	0	55	55	24.0	22.5	25.0
ayania	0	10	10	15.5	15.0	16.0
cristyan	10	0	10	20.0	19.0	21.0
hollylynn	0	5	5	30.0	30.0	30.0
suzannah	0	1353	1353	32.0	23.0	43.0
stace	184	33	217	47.0	42.0	49.0
sierrah	0	568	568	19.0	17.0	21.0
winford	4423	0	4423	61.0	49.0	71.0
tanyah	0	21	21	16.0	15.0	16.0
bilinda	0	47	47	54.0	47.5	55.0
zaki	309	0	309	21.0	17.0	29.0
ferrie	0	6	6	61.0	61.0	61.0
janmarie	0	68	68	47.0	35.0	52.0
cesia	0	284	284	20.0	17.0	24.0
aleksa	5	122	127	18.0	16.0	21.0
muhammed	763	0	763	21.0	18.0	29.0
wynee	0	83	83	52.0	49.0	54.0
kimyatta	0	330	330	36.0	28.0	41.0
jonluc	52	0	52	21.0	19.75	23.0
