name	males	females	total	medianage	25thpercentile	75thpercentile
justun	114	0	114	29.0	21.5	34.0
tiffanye	0	54	54	36.0	35.0	39.0
shia	141	45	186	19.0	16.25	23.0
shig	6	0	6	92.0	92.0	92.0
shie	6	5	11	30.0	18.0	30.0
myrella	0	55	55	21.0	18.0	31.0
chicago	23	0	23	19.0	17.0	20.0
manley	1997	0	1997	60.0	45.0	71.0
shiv	393	0	393	19.0	17.0	22.0
radie	6	127	133	93.0	78.0	96.5
jaz	131	55	186	21.0	18.25	24.0
allonte	13	0	13	24.0	20.0	24.0
jax	322	0	322	16.0	16.0	18.0
danuel	243	5	248	38.0	31.0	49.0
dreama	0	2794	2794	52.0	40.0	61.0
sausha	0	145	145	27.0	24.0	31.0
hannon	23	10	33	33.0	20.0	34.0
jas	54	0	54	23.0	20.0	25.0
jap	25	0	25	94.0	92.75	95.5
reema	0	705	705	25.0	20.0	30.0
jan	19169	54395	73564	58.0	52.0	63.0
kharizma	0	13	13	15.0	15.0	16.0
mandell	270	0	270	39.0	31.0	46.0
cassell	89	0	89	62.0	51.0	73.0
ra	33	15	48	37.0	27.0	40.0
rb	10	0	10	21.0	21.0	21.0
rc	79	0	79	30.0	22.0	74.5
rl	15	0	15	91.0	90.5	92.5
jad	545	0	545	24.0	18.0	33.0
jae	856	688	1544	33.0	23.0	50.0
jab	5	0	5	96.0	96.0	96.0
jac	357	0	357	55.0	46.0	62.0
rj	259	0	259	26.0	19.5	31.0
lizete	0	28	28	25.0	17.0	40.0
dolan	1231	0	1231	38.0	22.0	57.0
yuval	124	37	161	20.0	17.0	28.0
raynetta	0	242	242	50.0	43.0	60.0
caramie	0	13	13	32.0	31.0	32.0
karlissa	0	69	69	24.0	21.0	25.0
raynette	0	686	686	50.0	42.0	59.0
gurtha	0	181	181	83.0	76.0	90.25
jearl	538	54	592	66.0	57.0	74.0
dartisha	0	5	5	27.0	27.0	27.0
andjoua	0	6	6	23.0	23.0	23.0
edrian	29	0	29	21.0	15.0	28.0
paulanthony	86	0	86	24.0	21.0	26.75
kanyon	223	17	240	17.0	16.0	19.0
charmisa	0	5	5	40.0	40.0	40.0
shanaria	0	10	10	23.5	23.0	24.0
christel	0	3416	3416	40.0	35.0	46.0
lutrica	0	10	10	53.0	45.0	61.0
lummie	41	45	86	87.5	84.0	97.5
genghis	6	0	6	43.0	43.0	43.0
kailash	28	0	28	17.0	16.0	18.0
tongia	0	26	26	47.0	43.0	48.0
faber	60	0	60	89.0	85.0	95.0
mao	10	230	240	26.0	22.0	30.0
jonquez	12	0	12	19.0	17.0	21.0
eureka	5	835	840	38.0	31.0	43.0
addeline	0	21	21	16.0	15.0	20.0
odett	0	6	6	15.0	15.0	15.0
maeli	0	7	7	15.0	15.0	15.0
alheli	0	11	11	20.0	20.0	27.0
cassee	0	40	40	24.0	22.5	26.25
jonquel	10	0	10	15.5	15.0	16.0
tykera	0	79	79	19.0	17.0	21.0
mattison	143	612	755	19.0	17.0	21.0
zeke	1707	0	1707	30.0	21.0	41.0
deajon	5	0	5	15.0	15.0	15.0
calondra	0	10	10	39.5	37.0	42.0
pabel	10	0	10	21.5	18.0	25.0
marquay	94	0	94	20.5	17.0	25.0
skip	1997	0	1997	54.0	43.0	60.5
cemal	7	0	7	37.0	37.0	37.0
marquas	5	0	5	18.0	18.0	18.0
yedda	0	5	5	44.0	44.0	44.0
marquan	842	0	842	20.0	17.0	23.0
charmelle	0	101	101	41.0	34.0	46.0
tiersa	0	86	86	26.5	21.0	42.0
alyzza	0	56	56	18.0	16.0	20.0
juanantonio	227	0	227	23.0	18.0	26.0
tinya	0	119	119	44.0	40.0	48.0
skie	0	137	137	19.0	16.0	23.0
tremaine	2668	288	2956	29.0	23.0	34.0
tresia	0	492	492	54.0	48.0	59.0
myrta	0	627	627	59.0	49.0	74.0
maratha	0	22	22	91.0	84.0	93.0
andretti	28	0	28	25.0	24.0	27.0
lecretia	0	62	62	40.0	34.0	42.0
jerime	281	0	281	35.0	29.0	38.0
contessa	0	1560	1560	32.0	27.0	40.0
jerimi	41	0	41	36.0	35.0	38.0
myrth	0	93	93	91.5	85.5	95.25
jaylun	53	0	53	16.0	15.0	18.0
masashi	146	0	146	29.0	25.5	91.25
lucrecia	0	895	895	41.0	32.0	53.0
daemon	336	0	336	20.0	16.0	36.0
keaisha	0	16	16	16.0	15.0	18.0
almanda	0	10	10	30.5	25.0	36.0
hanif	364	0	364	28.0	20.0	34.0
medgar	46	0	46	52.0	51.0	52.0
lainie	0	965	965	40.0	25.0	45.0
hania	0	63	63	16.0	15.0	17.0
garth	9288	0	9288	47.0	35.0	58.0
jerimy	694	0	694	36.0	31.0	39.0
maredith	0	29	29	34.0	17.0	36.0
teneasha	0	5	5	31.0	31.0	31.0
laurilyn	0	10	10	54.5	52.0	57.0
bellamy	0	10	10	20.5	19.0	22.0
christabell	0	55	55	75.0	37.0	84.0
vaso	5	0	5	90.0	90.0	90.0
taralyn	0	534	534	31.0	24.0	38.0
dearld	10	0	10	72.0	72.0	78.0
shawnetta	0	255	255	37.0	29.0	41.0
vivica	0	418	418	17.0	16.0	35.0
schyler	543	426	969	21.0	19.0	24.5
jasmain	0	69	69	24.0	22.0	26.0
ronetta	0	703	703	43.0	34.0	51.0
noelia	0	2931	2931	33.0	18.0	49.0
fey	0	42	42	16.0	15.25	17.0
ronette	0	951	951	46.0	40.0	50.0
noelie	0	52	52	84.0	16.0	97.0
myrissa	0	243	243	22.0	19.0	24.0
aprilmarie	0	33	33	30.0	24.0	33.0
dalten	140	0	140	18.0	16.0	21.0
lalania	0	81	81	42.0	40.0	44.0
justinia	0	5	5	29.0	29.0	29.0
demitrious	62	0	62	22.0	20.0	27.0
smit	14	0	14	15.0	15.0	20.0
kaveh	210	0	210	29.0	23.25	34.0
trevius	29	0	29	21.0	18.0	22.0
toshana	0	5	5	33.0	33.0	33.0
chaquita	0	525	525	29.0	25.0	33.0
yasenia	0	95	95	22.0	19.0	28.0
kadesha	0	412	412	21.0	20.0	22.0
caysen	14	0	14	15.0	15.0	18.0
genece	0	23	23	51.0	37.0	54.0
venona	0	23	23	98.0	97.5	99.0
makanna	0	5	5	16.0	16.0	16.0
jacolbi	8	0	8	16.0	16.0	16.0
loyda	0	142	142	46.0	31.5	55.0
bansari	0	12	12	19.5	17.0	22.0
loyde	575	0	575	67.0	58.0	75.0
juris	46	0	46	62.0	61.0	64.0
amberlee	0	1157	1157	26.0	21.0	32.0
kayeloni	0	22	22	26.0	25.25	27.0
alejah	0	14	14	15.0	15.0	16.0
eris	229	940	1169	31.0	22.0	63.0
audreanna	0	342	342	23.0	20.0	25.0
eriq	468	0	468	18.0	17.0	20.0
erin	8073	275315	283388	32.0	25.0	37.0
mansa	25	0	25	38.0	37.0	39.0
eril	34	0	34	30.0	27.0	35.0
erim	0	5	5	38.0	38.0	38.0
sherial	0	93	93	58.0	55.0	61.0
sherian	0	849	849	64.0	57.0	69.0
mansi	0	196	196	18.0	16.0	24.0
erie	1915	983	2898	45.0	36.0	57.0
eric	786996	4138	791134	37.0	27.0	46.0
eria	0	192	192	72.5	48.0	84.0
mariya	0	761	761	22.0	18.0	27.0
jullianna	0	30	30	15.5	15.0	17.0
reisha	0	135	135	35.0	29.0	39.5
janisha	0	700	700	24.0	20.0	29.0
yukiko	0	436	436	32.0	26.0	81.0
zoa	0	210	210	72.0	62.0	86.0
sprague	5	0	5	93.0	93.0	93.0
shandell	68	507	575	32.0	24.0	40.0
imagene	0	547	547	78.0	71.0	83.75
leigha	0	2876	2876	25.0	20.0	31.0
till	15	0	15	99.0	98.5	99.5
pura	0	173	173	59.0	47.0	67.0
verree	0	11	11	80.0	80.0	81.0
otoniel	545	0	545	25.0	20.0	35.0
edilia	0	118	118	61.0	42.0	73.0
electa	0	814	814	61.0	50.0	71.0
biaunca	0	5	5	22.0	22.0	22.0
jullianne	0	11	11	23.0	16.0	23.0
tila	0	244	244	30.0	24.0	39.0
khalida	0	52	52	24.0	18.0	28.0
purl	58	0	58	94.0	91.0	98.0
russchell	0	5	5	40.0	40.0	40.0
jocabeth	0	5	5	15.0	15.0	15.0
trygve	201	0	201	48.0	25.0	64.0
chiketa	0	11	11	32.0	30.0	32.0
orella	0	103	103	91.5	84.5	98.25
imanie	0	46	46	17.0	16.0	18.75
laquetha	0	5	5	42.0	42.0	42.0
avaline	0	15	15	91.0	90.0	93.0
lieutenant	205	0	205	70.0	61.0	75.75
helios	7	0	7	15.0	15.0	15.0
kinya	0	283	283	37.0	33.0	41.0
ladeanna	0	15	15	50.0	43.0	53.0
ashleynicole	0	176	176	22.0	18.0	25.0
kaiden	596	46	642	16.0	15.0	18.0
madie	0	2304	2304	72.0	63.0	81.0
madia	0	174	174	30.0	22.75	36.25
khamar	5	0	5	15.0	15.0	15.0
bethsheba	0	5	5	36.0	36.0	36.0
jair	1048	5	1053	19.0	17.0	24.0
klifton	5	0	5	29.0	29.0	29.0
ashmita	0	5	5	15.0	15.0	15.0
gattis	5	0	5	65.0	65.0	65.0
gerrett	82	0	82	27.0	25.0	33.0
kailia	0	18	18	20.0	19.0	20.75
madis	0	7	7	92.0	92.0	92.0
jaia	0	142	142	17.0	16.0	19.75
thedora	0	103	103	64.0	63.0	68.0
akeena	0	22	22	25.0	24.0	25.0
jaid	5	112	117	19.0	16.0	21.0
jaie	5	29	34	30.0	29.0	30.0
thedore	1069	0	1069	63.0	54.0	73.0
lynsea	0	6	6	22.0	22.0	22.0
shruthi	0	102	102	17.0	16.0	19.0
lynsee	0	107	107	26.0	23.0	29.0
jessena	0	5	5	29.0	29.0	29.0
mashayla	0	172	172	18.0	16.0	21.0
nekesia	0	5	5	39.0	39.0	39.0
nathainel	48	0	48	62.0	58.0	63.25
lynsey	0	4160	4160	27.0	22.0	32.0
adaryll	43	0	43	40.0	38.0	42.0
brenndan	44	0	44	18.0	16.0	18.25
juanesha	0	16	16	22.0	19.0	30.0
rafaelita	0	62	62	69.0	68.0	83.0
willodean	0	1236	1236	77.0	70.25	83.0
quinterius	61	0	61	18.0	17.0	21.0
lucion	98	0	98	73.0	64.0	88.0
kevion	270	0	270	18.0	16.0	21.0
orrin	4210	0	4210	47.0	28.0	63.0
renona	0	36	36	52.0	40.0	54.0
orrie	577	205	782	64.0	51.0	78.0
saffron	0	112	112	17.0	15.0	20.0
marcoa	5	0	5	27.0	27.0	27.0
fanita	0	33	33	50.0	49.0	50.0
orris	880	49	929	72.0	61.0	82.0
clairmont	21	0	21	91.5	87.5	96.25
dreyon	15	0	15	22.0	22.0	23.0
nathia	0	6	6	23.0	23.0	23.0
quiyana	0	23	23	20.0	20.0	29.5
raenell	0	257	257	45.0	37.0	58.0
shevonda	0	54	54	36.0	35.0	39.0
nathin	94	0	94	21.0	17.0	24.75
wyma	0	5	5	84.0	84.0	84.0
rosan	0	102	102	59.0	56.0	68.0
dorine	0	2851	2851	58.0	51.0	70.0
karvin	10	0	10	33.0	25.0	41.0
dorina	0	872	872	47.0	37.0	57.0
caniesha	0	16	16	24.0	23.0	25.0
giulianna	0	100	100	18.0	16.0	21.0
mykenzie	0	299	299	16.0	15.0	18.0
jemale	24	0	24	31.0	24.0	33.0
areona	0	63	63	17.0	16.0	18.0
yobana	0	57	57	22.0	20.0	23.0
busra	0	5	5	23.0	23.0	23.0
jauwana	0	7	7	37.0	37.0	37.0
ofa	0	31	31	26.0	22.0	32.0
earley	511	0	511	66.0	58.0	75.0
gracianna	0	10	10	15.0	15.0	15.0
shaunice	0	514	514	23.0	21.0	26.0
pheba	0	38	38	88.5	74.0	95.75
archa	5	0	5	97.0	97.0	97.0
lakila	0	19	19	32.0	25.0	36.0
phebe	0	1637	1637	46.0	30.0	65.0
speros	11	0	11	49.0	49.0	52.0
akie	0	11	11	97.5	97.25	97.75
pheby	0	5	5	97.0	97.0	97.0
akia	79	1185	1264	24.0	19.0	32.0
akio	156	0	156	31.0	23.0	39.0
akin	186	0	186	25.0	19.0	37.0
akim	367	0	367	29.0	22.0	39.0
akil	1287	0	1287	25.0	20.0	35.0
torei	0	5	5	20.0	20.0	20.0
djana	0	9	9	51.0	51.0	51.0
navon	34	0	34	17.0	15.0	18.0
charolotte	0	38	38	65.0	45.0	71.0
couper	8	0	8	15.0	15.0	15.0
toree	30	287	317	22.0	19.0	26.0
jayquon	31	0	31	18.0	17.0	20.0
daquel	5	0	5	21.0	21.0	21.0
jehan	42	263	305	28.0	24.0	34.0
torey	2443	1229	3672	29.0	23.0	38.0
pernia	0	10	10	97.5	96.25	98.75
torez	85	0	85	21.0	19.0	25.0
marlvin	5	0	5	49.0	49.0	49.0
pernie	0	260	260	83.0	80.0	94.0
affie	0	44	44	78.0	59.0	93.75
tamber	0	192	192	26.0	22.0	32.0
deea	0	6	6	45.0	45.0	45.0
aaleah	0	17	17	17.0	15.0	18.0
jibril	267	0	267	21.0	17.0	25.0
payman	5	0	5	28.0	28.0	28.0
dashel	0	6	6	20.0	20.0	20.0
jewellia	0	6	6	15.0	15.0	15.0
shakeyia	0	41	41	26.0	22.0	31.0
chambria	0	15	15	17.0	16.0	20.0
anjanett	0	5	5	44.0	44.0	44.0
wei	217	68	285	24.0	19.0	30.0
diante	938	20	958	21.0	18.0	25.0
dashea	0	73	73	21.0	17.0	24.0
terrlyn	0	12	12	56.0	56.0	57.0
wes	3082	0	3082	48.0	36.0	54.0
lanyia	0	27	27	16.0	15.0	17.0
wenzel	136	0	136	81.0	72.5	89.75
sherall	0	5	5	54.0	54.0	54.0
wadiya	0	29	29	40.0	40.0	41.0
quentisha	0	6	6	30.0	30.0	30.0
jowharah	0	5	5	35.0	35.0	35.0
sherald	40	110	150	61.0	57.0	66.0
mckaila	0	101	101	18.0	17.0	20.0
sharine	0	110	110	38.0	26.0	43.0
ignatuis	22	0	22	91.5	89.75	94.5
paullina	0	5	5	25.0	25.0	25.0
sharina	0	969	969	30.0	25.0	35.0
heatherlee	0	12	12	41.0	22.0	41.0
sacia	0	11	11	27.0	27.0	29.0
tatina	0	16	16	40.0	20.0	43.0
bhakti	0	51	51	20.0	17.0	25.0
loetta	0	429	429	73.0	60.0	78.0
rashele	0	41	41	37.0	29.0	44.0
shainia	0	9	9	19.0	19.0	19.0
loette	0	23	23	85.5	82.0	90.5
clabe	34	0	34	64.0	64.0	65.0
coryell	13	0	13	33.0	33.0	35.0
rashell	0	919	919	31.0	24.0	39.75
laquincy	124	0	124	32.0	26.0	36.0
marsden	168	0	168	70.0	57.5	82.5
luther	56377	430	56807	59.0	44.0	69.0
minesha	0	11	11	22.0	22.0	25.0
michalia	0	46	46	19.0	18.0	21.0
faviola	0	1536	1536	25.0	21.0	32.0
josemiguel	112	0	112	21.0	17.0	27.0
sadonna	0	163	163	45.0	34.5	50.0
rija	0	10	10	17.0	15.0	19.0
adelisa	0	19	19	15.0	15.0	16.5
reygan	0	45	45	16.0	15.0	17.0
tammala	0	88	88	48.0	46.0	52.0
phalyn	0	10	10	24.0	15.0	33.0
cager	15	0	15	72.0	72.0	95.0
wandalene	0	64	64	81.0	77.0	85.0
ulyess	143	0	143	75.0	65.0	85.5
keashawn	5	0	5	17.0	17.0	17.0
ismeal	67	0	67	33.0	29.0	37.0
waylen	119	0	119	33.5	19.25	39.75
damondre	43	0	43	18.0	16.0	19.0
dairon	70	0	70	19.0	17.0	22.0
quantavius	204	0	204	20.0	17.0	24.0
ricado	5	0	5	28.0	28.0	28.0
jartavious	33	0	33	16.0	15.0	17.0
mynika	0	6	6	22.0	22.0	22.0
tyrec	46	0	46	16.0	16.0	17.0
yailene	0	46	46	17.0	16.0	17.0
keyasha	0	89	89	21.0	18.0	24.0
shirleen	0	1778	1778	58.0	50.0	66.0
alexandrew	17	0	17	21.0	20.0	22.0
usama	154	0	154	18.0	16.0	20.0
annastacia	0	295	295	24.0	19.0	28.0
claria	0	56	56	64.0	63.0	74.0
keymon	32	0	32	16.0	15.0	19.0
rizelle	0	5	5	23.0	23.0	23.0
valynn	0	17	17	58.0	30.0	60.0
heleana	0	15	15	29.0	15.0	34.0
cajuan	6	0	6	25.0	25.0	25.0
sondos	0	5	5	16.0	16.0	16.0
samuael	5	0	5	19.0	19.0	19.0
claris	77	898	975	76.0	70.0	83.0
alexandrea	0	5768	5768	22.0	19.0	25.0
stara	0	5	5	37.0	37.0	37.0
nabihah	0	25	25	18.0	17.0	18.0
baileyann	0	11	11	18.0	16.0	18.0
kisia	0	5	5	44.0	44.0	44.0
breeauna	0	29	29	19.0	18.0	20.0
ises	0	5	5	15.0	15.0	15.0
geeta	0	175	175	36.0	31.0	40.0
ecko	0	12	12	32.0	19.0	32.0
ayasha	0	125	125	33.0	22.0	37.0
christien	419	128	547	23.0	19.0	31.0
cleother	10	0	10	68.0	68.0	75.25
yaret	0	7	7	16.0	16.0	16.0
ronnella	0	5	5	35.0	35.0	35.0
aliccia	0	5	5	20.0	20.0	20.0
ludwell	5	0	5	100.0	100.0	100.0
amarria	0	5	5	15.0	15.0	15.0
wilsie	27	249	276	81.5	73.0	91.75
daulton	1020	0	1020	19.0	17.0	21.0
isel	0	137	137	20.0	17.0	21.0
jaimelee	0	15	15	26.0	23.0	29.0
anginette	0	83	83	45.0	40.0	48.5
jamesthomas	20	0	20	19.0	18.0	21.0
evertt	900	0	900	69.0	60.0	77.75
katleen	0	182	182	56.0	22.0	61.0
enrika	0	71	71	41.0	37.0	44.0
olan	2211	0	2211	59.0	42.0	70.0
kemonie	6	6	12	16.0	16.0	16.0
michaelle	0	1315	1315	44.0	33.0	52.0
sireen	0	6	6	19.0	19.0	19.0
teona	0	598	598	23.0	19.0	30.0
panyia	0	5	5	25.0	25.0	25.0
michaella	0	1394	1394	21.0	18.0	26.0
teak	5	0	5	32.0	32.0	32.0
teah	0	875	875	26.0	19.0	34.0
wera	0	10	10	82.0	80.0	84.0
alishah	6	27	33	18.0	17.0	19.0
teal	167	1220	1387	28.0	23.0	37.0
cyndel	0	133	133	26.0	22.0	28.0
chandon	151	0	151	21.0	17.0	26.0
everth	5	0	5	25.0	25.0	25.0
alisea	0	41	41	19.0	18.0	23.0
vasha	0	5	5	26.0	26.0	26.0
cyndee	0	735	735	52.0	44.0	57.0
andrya	0	85	85	24.0	21.0	33.0
lavern	9502	6733	16235	60.0	51.0	71.0
granvill	28	0	28	91.5	85.25	95.5
laverl	49	15	64	85.0	80.5	91.0
javel	77	0	77	20.0	17.0	23.0
meilyn	0	18	18	18.0	15.75	18.75
muzette	0	10	10	53.5	43.0	64.0
brandais	0	5	5	24.0	24.0	24.0
brinlee	0	74	74	17.0	15.0	19.0
lavere	335	94	429	83.0	74.0	92.75
emerick	175	0	175	55.0	42.0	67.0
krishelle	0	27	27	27.0	27.0	29.0
lavera	0	2414	2414	61.0	46.0	74.0
marjeanne	0	5	5	64.0	64.0	64.0
malaysia	0	1134	1134	18.0	16.0	21.0
bridgit	0	1052	1052	38.0	28.0	47.0
brinley	6	300	306	17.0	15.25	19.75
endie	0	6	6	97.0	97.0	97.0
lavert	168	7	175	29.0	25.0	47.0
gerthie	0	11	11	92.0	91.0	93.0
nakaylah	0	6	6	15.0	15.0	15.0
sharnequa	0	6	6	23.0	23.0	23.0
audreya	0	12	12	33.0	24.0	42.0
ghada	0	62	62	28.0	23.0	35.75
calita	0	5	5	42.0	42.0	42.0
jestene	0	5	5	75.0	75.0	75.0
alitzel	0	26	26	16.0	15.0	18.0
shovonne	0	10	10	34.5	34.0	35.0
terriss	12	0	12	44.5	44.0	45.0
shantese	0	59	59	26.0	25.0	28.0
daryell	8	0	8	52.0	52.0	52.0
morissa	0	176	176	23.0	20.0	28.0
shauntavious	5	0	5	20.0	20.0	20.0
sachi	0	289	289	21.0	17.0	27.0
lizhet	0	5	5	16.0	16.0	16.0
terrisa	0	281	281	48.0	41.0	54.0
tryston	382	5	387	18.0	16.0	19.0
sache	0	62	62	23.0	22.0	25.0
maicee	0	11	11	21.0	20.0	21.0
sacha	212	1604	1816	34.0	26.0	39.0
tryna	0	57	57	46.0	43.0	48.0
aadil	80	0	80	19.0	16.0	21.0
graycie	0	7	7	15.0	15.0	15.0
jeneal	0	71	71	62.0	33.0	67.0
tikki	0	22	22	40.5	40.0	42.5
jenisa	0	69	69	20.0	16.0	27.0
lakelyn	0	34	34	16.0	15.0	17.0
paig	0	5	5	25.0	25.0	25.0
jenise	0	2299	2299	37.0	27.0	50.0
minique	0	15	15	30.0	25.0	46.0
mikalla	0	16	16	17.0	16.0	18.0
latoyta	0	17	17	32.0	26.0	38.0
floye	0	607	607	79.0	73.0	85.0
floyd	140662	1181	141843	60.0	49.0	70.0
mariaesther	0	6	6	26.0	26.0	26.0
floya	0	5	5	90.0	90.0	90.0
normalinda	0	32	32	43.0	39.0	53.0
brookelynn	0	457	457	18.0	16.0	21.0
annesha	0	72	72	24.0	18.0	31.0
maybelline	0	211	211	41.0	24.75	60.0
tamie	0	3218	3218	50.0	43.0	55.0
berdie	0	822	822	73.0	65.0	81.25
berdia	0	155	155	73.0	67.0	76.0
cardale	78	0	78	24.0	18.75	27.0
brenon	151	0	151	21.0	18.0	25.5
gicel	0	5	5	16.0	16.0	16.0
vincene	0	7	7	62.0	62.0	62.0
janyah	0	49	49	16.0	15.0	17.0
tymber	0	116	116	19.0	17.0	22.0
mackinnley	5	0	5	15.0	15.0	15.0
jamesryan	11	0	11	21.0	21.0	29.0
vincent	272278	1309	273587	44.0	27.0	55.0
elloree	0	10	10	94.0	93.5	94.5
nakiesha	0	260	260	31.0	26.0	36.0
nixzaliz	0	7	7	33.0	33.0	33.0
chirles	5	0	5	86.0	86.0	86.0
kurstyn	0	70	70	20.0	18.0	23.5
chirley	0	5	5	57.0	57.0	57.0
yaffa	0	180	180	29.0	22.0	38.0
tamim	22	0	22	19.0	16.0	19.0
rayvin	0	131	131	18.0	16.0	22.0
atenas	0	24	24	26.0	23.5	26.0
komal	0	444	444	22.0	18.0	27.0
medrick	17	0	17	31.0	25.0	41.0
silvya	0	5	5	20.0	20.0	20.0
londale	15	0	15	20.0	20.0	39.0
tianie	0	6	6	20.0	20.0	20.0
alysiana	0	6	6	18.0	18.0	18.0
sueanne	0	467	467	51.0	42.25	60.0
garin	595	0	595	30.0	23.0	41.0
kenderick	391	0	391	28.0	23.0	36.0
sueanna	0	34	34	31.0	27.0	47.5
sheindy	0	16	16	25.0	18.0	39.0
ravenna	0	79	79	38.0	21.0	78.5
bettee	0	5	5	93.0	93.0	93.0
garie	10	34	44	69.5	55.0	72.0
joemichael	13	0	13	18.0	18.0	19.0
asianae	0	24	24	16.0	15.0	16.25
archille	6	0	6	89.0	89.0	89.0
sharronda	0	148	148	35.0	30.0	39.0
daisya	0	5	5	19.0	19.0	19.0
tahjay	23	0	23	16.0	16.0	17.0
shaista	0	5	5	19.0	19.0	19.0
daisye	0	5	5	94.0	94.0	94.0
mclain	67	5	72	19.0	17.0	20.0
aissa	0	367	367	26.0	22.0	34.0
jorita	0	107	107	59.0	54.5	67.5
bettey	0	119	119	74.0	66.0	82.0
osama	713	0	713	22.0	18.0	29.0
israel	31670	463	32133	29.0	20.0	40.0
olamae	0	182	182	79.0	75.0	92.25
welda	0	118	118	75.0	73.0	81.0
pessy	0	198	198	23.0	19.0	28.0
anysia	0	122	122	20.0	16.25	23.75
calyb	10	0	10	16.5	16.0	17.0
tredell	12	0	12	25.5	15.0	36.0
hananiah	5	0	5	15.0	15.0	15.0
azul	0	106	106	16.0	15.0	19.0
ashlynd	0	100	100	19.0	17.0	21.0
jerimaine	10	0	10	34.0	31.0	37.0
calyx	0	17	17	17.0	16.0	18.0
oleeta	0	57	57	91.0	88.5	95.5
mailee	0	127	127	22.0	18.0	27.5
sunitha	0	5	5	33.0	33.0	33.0
tagan	10	6	16	20.0	16.0	26.0
elijaha	15	0	15	17.0	15.0	18.0
ashlynn	0	5032	5032	19.0	16.0	22.0
tatiyanah	0	5	5	16.0	16.0	16.0
gwendol	0	17	17	50.0	47.0	62.0
joshuea	16	0	16	30.0	19.0	35.0
tashi	0	286	286	27.0	23.0	35.0
lajune	0	428	428	59.0	52.0	70.75
amado	3024	0	3024	39.0	25.0	56.0
