Name	Males	Females	Total	MedianAge	25thPercentile	75thPercentile
Shamael	0	6	6	17.0	17.0	17.0
Tynia	0	336	336	27.0	19.0	40.0
Dermott	14	0	14	54.0	50.0	54.0
Tynie	0	5	5	70.0	70.0	70.0
Tiaa	0	29	29	41.0	41.0	41.0
Nysia	0	36	36	17.0	16.0	20.0
Jonatthan	10	0	10	25.5	23.0	28.0
Hoang	600	51	651	29.0	23.0	33.0
Margeurite	0	25	25	92.5	91.75	93.5
Deyton	52	0	52	17.0	15.0	18.0
Sadell	0	11	11	97.5	96.25	98.75
Rutilio	67	0	67	28.0	24.0	35.0
Iyeshia	0	15	15	23.0	23.0	24.0
Alprentice	17	0	17	44.0	43.0	45.0
Matao	20	0	20	16.0	15.75	17.0
Raionna	0	5	5	15.0	15.0	15.0
Luchiana	0	5	5	40.0	40.0	40.0
Dominicia	0	6	6	22.0	22.0	22.0
Burgundy	0	255	255	24.0	20.0	32.0
Leequan	5	0	5	19.0	19.0	19.0
Theotis	915	0	915	48.0	34.0	62.0
Luchiano	10	0	10	15.5	15.0	16.0
Dantavious	90	0	90	21.0	18.0	24.75
Johnia	0	10	10	15.5	15.0	16.0
Rix	5	0	5	91.0	91.0	91.0
Albani	0	11	11	17.0	17.0	27.0
Kassan	5	0	5	21.0	21.0	21.0
Shalaine	0	116	116	34.0	28.0	41.0
Taleb	6	0	6	15.0	15.0	15.0
Vianey	0	1241	1241	21.0	18.0	27.0
Rip	187	0	187	55.0	45.75	58.25
Shalaina	0	87	87	27.0	23.0	29.5
Chelsia	0	332	332	24.0	21.0	28.0
Rio	802	585	1387	22.0	18.0	28.0
Rim	0	14	14	15.0	15.0	17.0
Chelsie	0	11864	11864	24.0	21.0	27.0
Rik	266	0	266	47.0	36.0	55.0
Jabo	11	0	11	98.5	97.25	99.75
Yiorgos	5	0	5	15.0	15.0	15.0
Rie	0	64	64	24.0	22.0	33.0
Jabe	162	0	162	32.0	20.0	41.0
Ric	1240	0	1240	50.0	36.0	58.0
Ria	0	1209	1209	30.0	20.0	44.0
Javeion	10	0	10	17.0	16.0	18.0
Shanigua	0	59	59	27.0	25.0	32.5
Cherysh	0	10	10	15.5	15.0	16.0
Idalee	0	69	69	75.0	73.0	85.25
Notasha	0	21	21	37.0	37.0	38.0
Yolan	0	10	10	102.5	101.25	103.75
Tymia	0	109	109	18.0	16.0	19.0
Kenyae	0	6	6	15.0	15.0	15.0
Fransheska	0	152	152	21.0	18.0	23.0
Anderson	9732	142	9874	36.0	22.0	58.0
Yaileen	0	50	50	17.0	15.0	17.0
Buelah	0	1148	1148	76.0	68.0	84.0
Chiniqua	0	86	86	34.0	27.0	39.0
Tymir	169	0	169	17.0	16.0	19.0
Andreca	0	5	5	27.0	27.0	27.0
Goeffrey	54	0	54	30.5	27.0	38.0
Marqueis	22	0	22	24.0	21.75	25.0
Tassy	0	27	27	41.0	37.0	47.0
Shanetra	0	177	177	28.0	24.0	33.0
Quasia	0	51	51	19.0	17.0	20.0
Hannahjo	0	6	6	17.0	17.0	17.0
Ziva	0	41	41	53.0	51.0	54.0
Latarus	18	0	18	33.0	32.0	36.75
Shykeem	58	0	58	17.5	16.0	19.0
Laraib	0	11	11	19.0	19.0	22.0
Anitria	0	112	112	37.0	30.0	39.0
Beleta	0	7	7	69.0	69.0	69.0
Chesleigh	10	0	10	93.5	93.25	93.75
Zorian	13	0	13	15.0	15.0	16.0
Adreena	0	30	30	23.5	20.5	26.0
Dajanique	0	119	119	18.0	17.0	20.0
Brona	0	39	39	69.0	63.0	74.75
Allera	0	6	6	16.0	16.0	16.0
Bronc	5	0	5	39.0	39.0	39.0
Merrikay	0	5	5	69.0	69.0	69.0
Etrulia	0	104	104	68.0	63.0	83.0
Areecia	0	5	5	40.0	40.0	40.0
Centeria	0	15	15	25.0	25.0	26.0
Tramelle	5	0	5	26.0	26.0	26.0
Kathrynne	0	51	51	23.0	20.0	24.0
Lakeashia	0	6	6	37.0	37.0	37.0
Danicka	0	23	23	25.0	17.0	27.5
Donnabel	0	15	15	86.5	80.0	94.0
Deliana	0	11	11	15.0	15.0	20.0
Sarne	0	11	11	28.0	26.0	28.0
Shraga	145	0	145	22.0	18.5	30.0
Falan	0	131	131	31.0	25.5	33.0
Laury	51	806	857	53.0	41.0	56.0
Kalicia	0	128	128	24.0	20.0	28.0
Leman	625	0	625	58.0	43.0	72.0
Loryn	0	918	918	23.0	18.0	30.0
Sanja	0	107	107	46.0	40.0	49.0
Nicolett	0	31	31	24.0	19.0	26.0
Laura	2420	720093	722513	44.0	31.0	54.0
Luisfernando	95	0	95	18.0	16.0	20.0
Delysa	0	5	5	27.0	27.0	27.0
Chaquitta	0	7	7	29.0	29.0	29.0
Laure	0	1691	1691	52.0	42.0	57.0
Lanson	68	0	68	22.0	18.0	62.0
Lemar	1552	0	1552	35.0	27.0	49.0
Lauri	183	10975	11158	51.0	45.0	55.0
Macaela	0	153	153	20.0	18.0	24.0
Pebble	0	283	283	61.0	51.0	77.0
Christophel	9	0	9	60.0	60.0	60.0
Lauro	1656	0	1656	36.0	25.0	52.0
Laurn	0	11	11	17.0	15.0	17.0
Balke	21	0	21	29.0	28.0	29.0
Yoshimi	65	30	95	89.0	26.0	93.0
Ghazi	25	0	25	19.0	19.0	24.0
Dvaughn	57	0	57	20.0	17.0	24.0
Shannika	0	42	42	33.0	25.25	36.0
Haileyann	0	11	11	15.0	15.0	16.0
Shiheim	10	0	10	17.0	15.0	19.0
Jadasia	0	8	8	17.0	17.0	17.0
Silverius	10	0	10	96.5	96.25	96.75
Brittnie	0	2201	2201	25.0	21.0	27.0
Baelie	0	6	6	15.0	15.0	15.0
Tomecia	0	50	50	40.0	36.0	42.0
Mendell	82	0	82	45.0	40.0	68.25
Clarene	0	709	709	71.0	64.0	78.0
Raeya	0	5	5	15.0	15.0	15.0
Clarena	0	10	10	34.0	34.0	34.0
Clarenc	15	0	15	44.0	42.0	52.0
Walene	0	5	5	69.0	69.0	69.0
Josephin	0	5	5	26.0	26.0	26.0
Krystallyn	0	10	10	24.5	20.0	29.0
Fredreck	6	0	6	88.0	88.0	88.0
Joris	21	0	21	22.0	19.0	37.0
Nashelly	0	5	5	21.0	21.0	21.0
Charlesia	0	53	53	20.0	17.0	21.0
Nashelle	0	26	26	23.0	23.0	34.0
Deneka	0	183	183	31.0	25.0	37.0
Golena	0	11	11	95.5	94.75	96.25
Bahiyyah	0	6	6	39.0	39.0	39.0
Kiawana	0	18	18	38.0	36.0	40.0
Shaquina	0	123	123	26.0	23.0	29.5
Cherry	135	10574	10709	56.0	43.0	65.0
Shaquinn	0	5	5	26.0	26.0	26.0
Joria	0	6	6	18.0	18.0	18.0
Ceirra	0	412	412	21.0	18.0	24.0
Mahaliah	0	5	5	23.0	23.0	23.0
Jorie	14	787	801	30.0	22.0	41.0
Shye	0	23	23	17.0	17.0	19.0
Shirlie	0	1288	1288	70.0	64.0	79.0
Delsie	0	1214	1214	66.0	55.0	77.0
Astri	0	13	13	16.0	16.0	20.0
Delsia	0	41	41	61.0	57.5	71.5
Chadd	2322	0	2322	33.0	26.0	40.0
Clayt	20	0	20	48.0	47.0	48.0
Delsin	26	0	26	16.0	15.0	19.0
Chadi	21	0	21	17.0	17.0	18.0
Asael	284	0	284	21.0	17.0	26.0
Donovan	27581	147	27728	24.0	18.0	36.0
Velva	0	3859	3859	66.0	56.0	76.0
Cierria	0	118	118	22.0	19.0	26.0
Rollan	218	0	218	69.0	61.0	78.0
Bronda	0	174	174	54.0	49.0	60.0
Devrick	20	0	20	24.0	22.0	25.0
Anjuan	27	0	27	32.0	29.0	34.0
Devinity	0	6	6	16.0	16.0	16.0
Elgin	3344	43	3387	45.0	32.75	58.0
Contrella	0	7	7	42.0	42.0	42.0
Saderia	0	5	5	36.0	36.0	36.0
Elgie	775	408	1183	69.0	58.0	79.0
Jakolby	17	0	17	15.0	15.0	16.0
Charnika	0	62	62	25.0	22.0	28.0
Tiffonie	0	15	15	40.0	39.0	44.0
Elgia	11	18	29	91.5	82.0	92.75
Blessin	0	13	13	15.0	15.0	18.0
Tyshawna	0	119	119	19.0	17.0	23.0
Nancye	0	1031	1031	67.0	59.0	74.0
Linville	406	0	406	67.0	58.0	74.0
Madeliene	0	440	440	23.0	19.0	71.0
Lexandria	0	5	5	16.0	16.0	16.0
Raynika	0	11	11	28.0	28.0	35.0
Gottfred	5	0	5	97.0	97.0	97.0
Tallen	75	0	75	20.0	18.0	23.0
Myrlande	0	5	5	30.0	30.0	30.0
Darbee	0	5	5	19.0	19.0	19.0
Rafiel	60	0	60	33.0	28.75	41.0
Quantavis	76	0	76	19.0	17.0	23.0
Scottia	0	5	5	25.0	25.0	25.0
Jamielyn	0	169	169	28.0	22.0	33.0
Scottie	9988	1420	11408	43.0	35.0	49.0
Trinket	0	16	16	40.0	39.0	41.0
Xiao	6	48	54	20.0	18.0	21.75
Skyy	17	201	218	19.0	16.0	24.0
Sobra	0	7	7	57.0	57.0	57.0
Ambreia	0	46	46	23.0	22.0	25.0
Cala	0	308	308	24.0	19.75	27.0
Shahrzad	0	119	119	29.0	23.0	33.0
Lastasha	0	11	11	26.0	26.0	34.0
Jaquella	0	17	17	24.0	15.0	31.0
Aveion	5	0	5	15.0	15.0	15.0
Yocelin	0	203	203	19.0	17.0	22.0
Ranferi	70	0	70	21.0	17.0	24.0
Peder	766	0	766	42.0	31.0	56.0
Keilen	41	0	41	17.0	15.0	18.0
Korissa	0	288	288	22.0	19.0	26.0
Kethia	0	5	5	20.0	20.0	20.0
Romita	0	6	6	34.0	34.0	34.0
Karynna	0	22	22	17.5	15.5	18.0
Loressa	0	18	18	39.0	26.0	48.75
Karynne	0	20	20	20.0	18.0	23.75
Clardy	5	0	5	83.0	83.0	83.0
Allenby	6	0	6	97.0	97.0	97.0
Datreon	5	0	5	18.0	18.0	18.0
Tamyah	0	50	50	16.0	15.25	18.0
Keyaun	6	0	6	15.0	15.0	15.0
Tracei	0	5	5	45.0	45.0	45.0
Persis	0	395	395	73.0	55.0	83.0
Jondavid	221	0	221	33.0	27.0	40.0
Avola	0	5	5	92.0	92.0	92.0
Kolter	108	0	108	21.0	18.0	24.0
Jamiela	0	28	28	29.0	28.0	34.0
Tahara	0	250	250	28.0	23.0	36.0
Tracey	8305	85600	93905	46.0	41.0	50.0
Persia	0	126	126	20.0	17.0	26.0
Kwmaine	14	0	14	24.0	24.0	25.0
Jeweldine	0	59	59	74.0	70.0	81.0
Dashanay	0	41	41	18.0	16.0	19.0
Nishitha	0	5	5	15.0	15.0	15.0
Tahari	6	0	6	20.0	20.0	20.0
Jessamy	0	188	188	31.0	25.0	36.0
Zebdee	5	0	5	94.0	94.0	94.0
Martyn	487	0	487	48.0	34.0	58.0
Rohith	80	0	80	18.0	16.0	22.0
Ivalou	0	47	47	89.0	87.0	91.0
Gavin	32553	76	32629	19.0	16.0	29.0
Rozelia	0	79	79	86.0	79.5	96.75
Belton	1090	0	1090	61.0	51.0	71.0
Vergel	5	0	5	81.0	81.0	81.0
Cairra	0	33	33	18.0	17.0	23.0
Bethlyn	0	6	6	51.0	51.0	51.0
Yutaka	274	0	274	89.5	83.5	96.25
Phuonganh	0	5	5	25.0	25.0	25.0
Braxtyn	17	14	31	16.0	15.0	16.0
Eryn	87	4000	4087	24.0	19.0	31.0
Dondee	0	20	20	43.0	39.5	47.25
Zarelia	0	5	5	15.0	15.0	15.0
Tammera	0	1333	1333	49.0	43.0	53.0
Damion	9855	39	9894	27.0	19.0	38.0
Ladacia	0	13	13	25.0	20.0	25.0
Selica	0	18	18	25.0	20.0	33.25
Daivid	5	0	5	36.0	36.0	36.0
Hydeia	0	193	193	19.0	18.0	20.0
Harver	5	0	5	95.0	95.0	95.0
Melvenia	0	204	204	64.0	56.0	69.0
Neika	0	46	46	32.0	27.0	38.0
Alieen	0	5	5	60.0	60.0	60.0
Javarius	334	0	334	20.0	17.0	23.0
Awet	9	0	9	24.0	24.0	24.0
Hirsh	8	0	8	21.0	21.0	21.0
Happy	228	162	390	46.0	41.0	55.0
Eternity	0	293	293	18.0	16.0	20.0
Jesaiah	5	0	5	15.0	15.0	15.0
Laneisha	0	542	542	26.0	21.0	31.0
Ewing	1057	0	1057	65.0	55.0	74.0
Vitalia	0	5	5	93.0	93.0	93.0
Oscar	133980	933	134913	32.0	22.0	52.0
Petrita	0	69	69	64.0	44.0	85.0
Nariah	0	162	162	17.5	16.0	19.0
Beyonka	0	94	94	26.0	24.0	27.0
Teliah	0	29	29	18.0	17.0	24.0
Oella	0	5	5	94.0	94.0	94.0
Yonathan	384	0	384	20.0	17.0	24.0
Tajuana	0	1080	1080	40.0	35.0	45.0
Haston	64	0	64	55.0	19.0	82.25
Binky	0	5	5	58.0	58.0	58.0
Tyannah	0	17	17	15.0	15.0	16.0
Spence	901	0	901	43.0	28.25	53.0
Vitaliy	91	0	91	17.0	16.0	19.0
Baheerah	0	5	5	37.0	37.0	37.0
Jaykwon	6	0	6	18.0	18.0	18.0
Jhanelle	0	5	5	20.0	20.0	20.0
Azsha	0	5	5	18.0	18.0	18.0
Javonti	5	0	5	23.0	23.0	23.0
Abbigayle	0	396	396	17.0	16.0	20.0
Javonte	1913	39	1952	20.0	18.0	22.0
Alvinia	0	22	22	41.0	38.0	44.0
Kynisha	0	80	80	29.0	24.0	36.0
Indalecio	118	0	118	35.0	25.0	48.0
Charmica	0	6	6	35.0	35.0	35.0
Leksi	0	7	7	16.0	16.0	16.0
Missael	166	0	166	19.0	17.0	21.0
Tralana	0	18	18	35.0	31.25	35.0
Christyann	0	58	58	36.0	27.0	40.0
Kenishia	0	84	84	25.0	23.0	34.0
Flona	0	10	10	77.0	77.0	88.5
Lameeka	0	63	63	35.0	28.0	39.0
Gerrold	25	0	25	69.0	51.0	72.0
Rawley	170	0	170	33.0	23.0	39.0
Laparis	5	73	78	23.0	21.25	24.0
Stevey	23	88	111	25.0	22.0	28.75
Alely	0	5	5	25.0	25.0	25.0
Elladean	0	5	5	91.0	91.0	91.0
Philomenia	0	15	15	91.0	89.5	92.5
Brenda	2080	590685	592765	56.0	49.0	63.0
Mustapha	211	0	211	21.0	18.0	25.0
Sadiki	36	0	36	35.0	26.0	39.0
Marilou	0	3117	3117	62.0	53.0	71.0
Loistene	0	19	19	64.5	63.0	66.0
Brendi	0	95	95	26.0	22.0	36.0
Aissatou	0	116	116	18.0	16.0	20.0
Teaya	0	42	42	25.0	17.0	32.0
Brendt	201	0	201	36.0	27.0	42.0
Antawn	478	0	478	31.0	25.0	36.0
Steven	1210444	4345	1214789	47.0	33.0	57.0
Milele	0	6	6	43.0	43.0	43.0
Meritta	0	11	11	63.0	62.0	63.0
Jincy	0	32	32	34.0	28.0	36.0
Ajacia	0	5	5	18.0	18.0	18.0
Stevee	11	216	227	24.0	20.0	28.0
Brendy	0	157	157	25.0	20.0	37.0
Quiency	11	0	11	39.0	38.0	39.0
Taramarie	0	36	36	28.0	24.0	38.0
Montavius	226	0	226	21.0	18.0	25.0
Estal	60	0	60	90.0	84.0	95.5
Rashaundra	0	13	13	17.0	17.0	25.0
Latera	0	98	98	29.0	23.75	33.0
Tyriek	466	0	466	19.0	17.0	22.75
Kiondra	0	122	122	22.0	19.0	25.0
Kiondre	58	0	58	18.5	16.0	20.75
Tyriel	0	23	23	16.0	15.0	17.0
Robertta	0	77	77	60.0	58.0	71.0
Leaundra	0	22	22	23.0	21.0	23.0
Rondee	0	5	5	43.0	43.0	43.0
Jeweldean	0	74	74	79.0	74.0	84.0
Sheenika	0	6	6	27.0	27.0	27.0
Susana	52	16423	16475	33.0	24.0	44.0
Loneta	0	118	118	77.5	70.25	88.75
Susane	0	151	151	55.0	41.75	62.0
Jimbob	6	0	6	41.0	41.0	41.0
Kimberleigh	0	530	530	31.0	22.0	45.0
Ravenel	0	5	5	96.0	96.0	96.0
Saje	6	31	37	16.0	15.0	18.0
Susann	0	3070	3070	59.0	48.0	67.0
Susano	62	0	62	67.0	32.0	71.0
Gardy	74	0	74	26.0	22.0	29.0
Maikayla	0	13	13	15.0	15.0	17.0
Arness	11	0	11	48.0	48.0	54.0
Demarco	3483	0	3483	25.0	20.0	33.0
Lorman	7	0	7	89.0	89.0	89.0
Lilliane	0	72	72	67.0	58.0	83.0
Watts	19	0	19	64.0	64.0	88.75
Seva	0	5	5	50.0	50.0	50.0
Ileane	0	230	230	78.0	63.0	83.0
Shastity	0	7	7	36.0	36.0	36.0
Seve	121	0	121	26.0	22.0	28.0
Jakey	5	0	5	80.0	80.0	80.0
Noelya	0	6	6	16.0	16.0	16.0
Lilliann	0	77	77	17.0	16.0	19.0
Cally	0	1286	1286	26.0	23.0	37.0
Gerrit	2270	0	2270	35.0	23.0	52.0
Muaz	29	0	29	17.0	16.0	19.0
Tyshia	0	180	180	26.0	20.0	31.0
Jakea	0	25	25	28.0	15.0	29.0
Jakeb	601	0	601	20.0	17.0	24.0
Rameka	0	32	32	33.0	26.0	37.0
Calla	0	1299	1299	26.0	21.0	41.0
Gerrin	11	0	11	29.0	18.0	29.0
Yatisha	0	6	6	44.0	44.0	44.0
Azaline	0	26	26	92.5	85.0	95.5
Gerrie	11	1367	1378	59.0	50.0	69.0
Gerrid	22	0	22	31.0	27.0	33.0
Jaken	10	0	10	17.0	15.0	19.0
Chabeli	0	95	95	21.0	19.0	21.5
Chavonna	0	28	28	25.0	22.0	27.0
Fredericka	0	1744	1744	51.0	35.0	66.0
Genesi	0	39	39	21.0	17.0	22.0
Deantwan	11	0	11	27.0	26.0	27.0
Alima	0	107	107	20.0	17.0	31.0
Navneet	12	132	144	20.0	17.0	23.0
Genese	0	376	376	35.0	35.0	55.0
Natessa	0	27	27	32.0	32.0	33.0
Leilana	0	5	5	26.0	26.0	26.0
Alsha	0	106	106	34.5	29.0	38.0
Rakell	0	20	20	20.5	18.5	22.5
Wamon	5	0	5	97.0	97.0	97.0
Kieler	10	0	10	17.5	16.0	19.0
Soctt	33	0	33	35.0	33.0	38.0
Jaclene	0	89	89	28.0	25.0	30.0
Statia	0	162	162	94.0	71.25	98.25
Shakelia	0	218	218	28.0	24.0	33.0
Lueann	0	6	6	55.0	55.0	55.0
Clintona	0	30	30	53.0	52.0	53.0
Shaquitta	0	238	238	26.0	23.0	30.0
Marvinia	0	6	6	43.0	43.0	43.0
Tevyn	114	0	114	21.0	18.0	22.75
Lizeth	9	3541	3550	22.0	17.0	26.0
Maryjo	0	6807	6807	54.0	46.0	61.0
Deneane	0	104	104	47.0	44.0	50.0
Abimael	459	0	459	22.0	19.0	29.0
Elsiemae	0	10	10	81.0	81.0	86.0
Valdez	227	0	227	38.0	25.0	41.0
Leronda	0	64	64	36.0	28.0	40.0
Aaron	436362	3822	440184	30.0	23.0	38.0
Lizett	0	787	787	25.0	19.0	30.0
Mckinely	5	0	5	63.0	63.0	63.0
Marinda	0	1512	1512	36.0	26.0	48.0
Valder	5	0	5	88.0	88.0	88.0
Joleen	0	5697	5697	44.0	34.0	56.0
Amdanda	0	18	18	29.0	26.75	31.0
Adnaan	5	0	5	15.0	15.0	15.0
Dejuan	3781	40	3821	28.0	21.0	35.0
Endy	165	5	170	21.0	18.0	24.0
Carlese	0	5	5	23.0	23.0	23.0
Shondolyn	0	5	5	42.0	42.0	42.0
Versace	10	0	10	18.0	18.0	18.0
Doshie	0	491	491	79.0	71.0	85.0
Cailynne	0	5	5	16.0	16.0	16.0
Jaryd	604	0	604	23.0	18.0	26.0
Enda	0	233	233	59.0	51.0	66.0
Damionna	0	5	5	22.0	22.0	22.0
Jaffet	13	0	13	15.0	15.0	17.0
Tiffanyamber	0	38	38	18.5	17.0	20.0
Endi	20	0	20	16.0	15.0	18.0
Ruthia	0	122	122	67.0	58.0	73.0
Vytas	15	0	15	56.0	46.0	63.0
Ruthie	32	18512	18544	64.0	54.25	73.0
Natalyia	0	12	12	15.5	15.0	16.0
Garik	40	0	40	22.0	20.0	25.0
Coreta	0	12	12	93.0	89.5	96.5
Aalayah	0	62	62	18.0	17.0	19.0
Marquelle	182	79	261	21.0	18.0	24.0
Nausheen	0	17	17	30.0	28.0	36.0
Marquella	0	27	27	26.0	22.5	26.0
Tuongvi	0	35	35	27.0	24.0	28.0
Yunuen	0	113	113	20.0	17.0	23.0
Georgietta	0	10	10	94.0	92.0	96.0
Zenola	0	101	101	62.0	60.0	75.0
Tshwanda	0	9	9	34.0	34.0	34.0
Tevian	7	0	7	15.0	15.0	15.0
Kayleeann	0	20	20	17.0	15.0	17.5
Marysusan	0	20	20	53.5	50.75	55.5
Yita	0	5	5	29.0	29.0	29.0
Yarisel	0	12	12	16.5	16.0	17.0
Yared	74	31	105	18.0	16.0	20.0
Lanadia	0	5	5	16.0	16.0	16.0
Jayn	0	39	39	60.5	58.0	62.0
Jaya	5	692	697	20.0	17.0	29.0
Taeyah	0	5	5	18.0	18.0	18.0
Josaline	0	5	5	19.0	19.0	19.0
Jayd	47	129	176	19.0	17.0	22.0
Jaye	876	2125	3001	52.0	36.0	59.0
Veasna	132	0	132	28.0	24.75	31.0
Rebella	0	5	5	30.0	30.0	30.0
Antionne	211	0	211	34.0	28.0	39.0
Meron	12	121	133	21.0	18.0	23.0
Alyxandrea	0	37	37	19.0	18.0	22.0
Nazaire	15	0	15	16.0	15.0	18.0
Honie	0	7	7	40.0	40.0	40.0
Jayr	17	0	17	17.0	15.0	21.0
Kielee	0	17	17	16.0	15.0	18.0
Lolita	0	8009	8009	49.0	41.0	56.0
Jaaron	163	0	163	21.0	17.0	25.0
Taley	0	11	11	19.0	15.0	19.0
Truby	33	34	67	82.0	68.0	90.0
Judylynn	0	5	5	51.0	51.0	51.0
Taler	5	58	63	22.0	19.5	23.0
Dulton	5	0	5	22.0	22.0	22.0
Alliya	0	56	56	16.0	15.75	18.0
Caniya	0	8	8	15.0	15.0	15.0
Uchechukwu	34	12	46	18.0	16.25	27.0
Talen	228	13	241	19.0	17.0	23.0
Talea	0	399	399	24.0	19.0	32.0
Eleisa	0	6	6	54.0	54.0	54.0
Talee	0	5	5	17.0	17.0	17.0
Raequon	60	0	60	18.0	17.0	19.0
Eleise	0	10	10	90.0	88.0	92.0
Donnamaria	0	76	76	55.0	52.0	64.0
Kaila	0	8574	8574	22.0	18.0	25.0
Donnamarie	0	1117	1117	53.0	45.0	59.0
Kaile	5	405	410	21.0	18.0	25.0
Betzayda	0	11	11	16.0	16.0	17.0
Tasha	106	34422	34528	33.0	28.0	39.0
Laquitha	0	68	68	34.0	30.75	37.0
Shamecka	0	114	114	34.0	29.0	36.0
Tashe	0	98	98	23.0	22.0	27.0
Bayron	202	0	202	21.0	18.0	25.0
Ziair	5	0	5	16.0	16.0	16.0
Miangel	0	47	47	16.0	15.0	17.0
Gerise	0	17	17	49.0	46.0	51.0
Faythe	0	527	527	29.5	18.0	58.0
Essance	0	72	72	18.0	17.0	20.0
Corrinda	0	9	9	37.0	37.0	37.0
Claribell	0	18	18	95.0	92.0	95.5
Sharna	0	408	408	40.0	29.0	46.0
Myrdis	0	10	10	95.0	94.5	95.5
Kiesha	0	2498	2498	34.0	26.0	39.0
Jelecia	0	21	21	24.0	22.0	25.0
Sharne	0	94	94	25.0	23.0	27.0
Idy	0	47	47	26.0	16.0	34.0
Trenicia	0	17	17	27.0	15.0	43.0
Luebertha	0	16	16	76.0	75.0	81.0
Alaxandria	0	10	10	21.5	20.0	23.0
Melbourne	986	0	986	68.0	60.0	76.0
Ido	15	0	15	15.0	15.0	16.0
Zabdiel	77	0	77	19.0	16.0	23.0
Ayianna	0	16	16	15.0	15.0	16.0
Damontez	21	0	21	16.0	15.0	23.0
Idi	9	0	9	38.0	38.0	38.0
Ida	541	125903	126444	66.0	54.0	77.0
Secelia	0	6	6	54.0	54.0	54.0
Wynette	0	956	956	50.0	42.0	61.0
Caolan	19	0	19	17.0	15.0	21.5
Wynetta	0	350	350	50.0	41.0	59.0
Almaz	0	5	5	16.0	16.0	16.0
Taneiqua	0	5	5	24.0	24.0	24.0
Quanshay	0	6	6	20.0	20.0	20.0
Dymond	71	933	1004	19.0	16.0	21.0
Yohsuke	5	0	5	29.0	29.0	29.0
Virdia	0	59	59	85.0	74.0	91.0
Jacynthia	0	5	5	62.0	62.0	62.0
Acelynn	0	22	22	15.0	15.0	16.0
Vernitta	0	40	40	53.0	49.5	60.0
Hamaad	5	0	5	17.0	17.0	17.0
Kendahl	22	307	329	21.0	17.0	27.0
Leeland	658	0	658	39.0	26.0	56.0
Nazeem	8	0	8	15.0	15.0	15.0
Kharis	5	28	33	19.0	17.0	23.0
Niajah	0	55	55	17.0	15.5	19.0
Janiyah	0	244	244	16.0	15.0	17.0
Kandus	0	27	27	29.0	27.5	30.0
Caitlyne	0	55	55	21.0	18.0	22.0
Mikah	354	488	842	20.0	17.0	27.0
Shanequah	0	8	8	23.0	23.0	23.0
Mikal	2257	437	2694	25.0	20.0	36.0
Angellena	0	6	6	15.0	15.0	15.0
Hurston	47	0	47	79.0	68.0	85.0
Parminder	11	15	26	27.0	26.0	27.0
Jashawn	554	29	583	19.0	16.0	22.0
Cleophas	948	18	966	61.5	50.0	71.0
Bryahna	0	27	27	16.0	15.5	21.5
Teyvon	13	0	13	21.0	18.0	21.0
Raymesha	0	5	5	22.0	22.0	22.0
Lolitha	0	96	96	45.0	40.0	49.0
Rosietta	0	5	5	93.0	93.0	93.0
Khiana	0	151	151	21.0	19.0	22.0
Ronya	0	205	205	39.0	33.0	44.0
Shardae	0	1196	1196	26.0	22.0	29.0
Saisha	0	198	198	24.0	19.0	27.0
Trilla	0	59	59	61.0	59.0	67.0
Lariesha	0	5	5	29.0	29.0	29.0
Cervante	5	0	5	17.0	17.0	17.0
Kenteria	0	16	16	17.0	15.0	21.0
Sharday	0	719	719	27.0	23.0	29.0
Meilin	0	40	40	17.0	15.0	27.0
Minyon	0	58	58	41.0	36.0	44.0
Thanhphong	5	0	5	21.0	21.0	21.0
Ramsie	0	13	13	18.0	18.0	26.0
Ofelia	5	7322	7327	53.0	35.0	66.0
Faysal	26	0	26	19.0	16.0	20.0
Shauri	0	43	43	18.0	17.0	20.0
Velia	0	2619	2619	55.0	39.0	68.0
Akieba	0	6	6	23.0	23.0	23.0
Udelia	0	5	5	67.0	67.0	67.0
Lyly	0	102	102	21.0	18.25	26.0
Lyle	54150	830	54980	57.0	44.0	68.0
Ristin	0	5	5	30.0	30.0	30.0
Shasha	0	204	204	30.0	26.0	36.0
Dashun	260	0	260	21.0	17.75	27.0
Lyla	0	4053	4053	56.0	29.0	70.0
Ruddy	406	5	411	27.0	22.0	46.0
Stockton	236	0	236	18.0	16.0	20.0
Marypatricia	0	32	32	53.0	50.0	54.0
Shashi	5	0	5	33.0	33.0	33.0
Markees	116	0	116	22.5	18.0	25.0
Alexzander	1020	0	1020	19.0	16.0	22.0
Tau	23	0	23	37.0	22.0	39.0
Cordelro	60	0	60	28.0	27.0	29.0
Ramoncita	0	6	6	102.0	102.0	102.0
Ermadine	0	6	6	94.0	94.0	94.0
Cevera	0	6	6	95.0	95.0	95.0
Tyvon	374	0	374	20.0	17.0	23.0
Jaide	0	421	421	19.0	17.0	22.0
Lonyea	0	5	5	15.0	15.0	15.0
Jaida	0	1455	1455	17.0	16.0	19.0
Tay	68	50	118	47.5	25.0	54.5
Taz	274	10	284	23.0	20.0	26.0
Clessie	0	134	134	91.0	84.0	96.0
Tad	6404	0	6404	43.0	31.0	51.0
Tae	200	66	266	25.0	19.0	35.0
Luthur	37	0	37	94.0	88.0	96.0
Katrina	238	90375	90613	34.0	26.0	43.0
Sahar	5	1251	1256	24.0	19.0	30.0
Mitty	0	5	5	74.0	74.0	74.0
Katrine	0	812	812	38.0	28.0	50.0
Tal	882	378	1260	29.0	22.0	43.0
